,Close
1994,168.7891
1995,166.97
1996,167.58
1997,165.4258
1998,164.8603
1999,166.02
2000,165.93
2001,166.83
2002,166.07
2003,162.6
2004,163.23
2005,166.3
2006,166.49
2007,167.99
2008,167.82
2009,167.45
2010,167.1
2011,167.14
2012,166.09
2013,165.88
2014,167.87
2015,167.39
2016,167.56
2017,169.61
2018,169.43
2019,168.71
2020,166.55
2021,167.1817
2022,166.05
2023,166.1267
2024,164.42
2025,164.12
2026,164.5
2027,165.165
2028,165.8
2029,165.65
2030,165.77
2031,164.37
2032,164.13
2033,164.44
2034,162.08
2035,161.69
2036,159.73
2037,160.33
2038,160.62
2039,160.78
2040,161.16
2041,160.54
2042,162.0204
2043,163.17
2044,161.2
2045,160.44
2046,159.43
2047,160.56
2048,160.49
2049,161.98
2050,161.06
2051,161.54
2052,162.558
2053,162.65
2054,163.35
2055,163.09
2056,163.67
2057,163.21
2058,161.42
2059,160.65
2060,160.29
2061,160.99
2062,162.19
2063,161.2
2064,161.45
2065,162.0
2066,161.96
2067,162.39
2068,161.84
2069,161.57
2070,159.7
2071,159.89
2072,159.05
2073,158.348
2074,155.76
2075,155.33
2076,151.44
2077,152.62
2078,152.97
2079,154.34
2080,156.22
2081,154.57
2082,153.0
2083,152.44
2084,152.3
2085,152.38
2086,153.23
2087,152.69
2088,152.71
2089,152.99
2090,154.19
2091,153.66
2092,153.68
2093,154.001
2094,155.38
2095,156.08
2096,155.37
2097,156.246
2098,155.55
2099,155.24
2100,154.72
2101,155.36
2102,154.47
2103,154.67
2104,152.43
2105,150.73
2106,150.29
2107,152.81
2108,152.16
2109,153.34
2110,150.75
2111,151.05
2112,143.95
2113,131.31
2114,132.8
2115,132.87
2116,134.3
2117,135.47
2118,137.9
2119,136.88
2120,138.3699
2121,141.63
2122,140.91
2123,142.3
2124,142.77
2125,141.11
2126,141.92
2127,142.09
2128,142.15
2129,140.38
2130,142.46
2131,140.81
2132,139.6
2133,138.43
2134,137.81
